,MLS #,Type,Status,Address,City,County,Beds,Baths,Structure Type,Date,List Office Name,Price,PriceChangeType,PriceChangeTitle,Timestamp
,VAFX2249676,RES,ACT,7228 Lensfield Ct,Alexandria,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/01/25,Samson Properties (SAMP5),"$724,900",,,2025-07-04 16:14:26
,VALO2101120,RES,ACT,22722 Beacon Crest Ter,Brambleton,"Loudoun, VA",3,2/1,Unit/Flat/Apartment,07/03/25,Redfin Corporation (REFC1),"$569,900",,,2025-07-04 16:14:26
,VAFX2243692,RES,C/S,9211 Bexleywood Ct,Fairfax Station,"Fairfax, VA",5,4/1,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG183)","$1,500,000",,,2025-07-04 16:14:26
,VAPW2098550,RES,ACT,1301 Columbia Rd,Woodbridge,"Prince William, VA",3,2,Detached,07/01/25,Samson Properties (SAMP1),"$425,000",,,2025-07-04 16:14:26
,VALO2101202,RES,C/S,120-4 Washington St NE #7,Leesburg,"Loudoun, VA",2,1,Unit/Flat/Apartment,07/01/25,"Long & Foster Real Estate, Inc. (LNG247)","$195,000",,,2025-07-04 16:14:26
,VAAR2060190,RES,ACT,1411 Key Blvd #411,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/01/25,Samson Properties (SAMP24),"$1,130,000",,,2025-07-04 16:14:26
,VAFX2241042,RES,C/S,7507 Mendota Pl,Springfield,"Fairfax, VA",4,2/0,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG183)","$675,000",,,2025-07-04 16:14:26
,VALO2101204,RES,ACT,22832 Tawny Pine Square,Brambleton,"Loudoun, VA",4,4,Interior Row/Townhouse,07/01/25,McWilliams/Ballard Inc. (MCWB1),"$927,290",,,2025-07-04 16:14:26
,VAAR2060130,RES,ACT,1600 N Oak St #609,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,07/03/25,"Real Broker, LLC (REKL10)","$449,900",,,2025-07-04 16:14:26
,VAAR2060200,RES,C/S,1220 N Vermont St,Arlington,"Arlington, VA",5,3/1,Detached,07/01/25,Brock Realty (BRCK1),"$1,695,000",,,2025-07-04 16:14:26
,VALO2101194,RES,C/S,21845 Baldwin Sq #201,Sterling,"Loudoun, VA",2,2,Unit/Flat/Apartment,07/01/25,Coldwell Banker Realty (CBRB63),"$388,880",,,2025-07-04 16:14:26
,VAPW2098538,RES,ACT,13017 Kimbrough Ln,Woodbridge,"Prince William, VA",4,2,Detached,07/02/25,Classic Select Inc (CLASSIC1),"$499,777",,,2025-07-04 16:14:26
,VAFX2253376,RES,A/C,6383 Michael Robert Dr,Springfield,"Fairfax, VA",3,2/2,Interior Row/Townhouse,06/30/25,"EXP Realty, LLC (EXPY5)","$599,900",,,2025-07-04 16:14:26
,VAAX2047106,RES,C/S,205 Yoakum Pkwy #314,Alexandria,"Alexandria City, VA",2,2/0,Unit/Flat/Apartment,07/01/25,Compass (COMPS7),"$450,000",,,2025-07-04 16:14:26
,VAFX2253340,RES,C/S,5429 Crows Nest Ct,Fairfax,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/01/25,Varity Homes (VARHME1),"$585,000",,,2025-07-04 16:14:31
,VALO2101170,RES,ACT,321 W J St,Purcellville,"Loudoun, VA",3,2,Detached,07/01/25,"Real Broker, LLC (REKL1)","$725,000",,,2025-07-04 16:14:31
,VAPW2098484,RES,ACT,2848 Chablis Cir,Woodbridge,"Prince William, VA",2,1,Unit/Flat/Apartment,07/03/25,Redfin Corporation (REFC1),"$275,000",,,2025-07-04 16:14:31
,VAFX2253324,RES,C/S,8600 Cherry Valley Ln,Alexandria,"Fairfax, VA",4,3,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG183)","$799,500",,,2025-07-04 16:14:31
,VALO2101190,RES,C/S,43202 Arbor Greene Way,Broadlands,"Loudoun, VA",3,2/1,Detached,07/01/25,CENTURY 21 New Millennium (CENT2003),"$875,000",,,2025-07-04 16:14:31
,VAAX2047150,RES,C/S,822 W Glebe Rd,Alexandria,"Alexandria City, VA",4,1/3,Interior Row/Townhouse,07/01/25,"Pearson Smith Realty, LLC (PSTH3)","$799,900",,,2025-07-04 16:14:31
,VAPW2098534,RES,C/S,4811 Kirkdale Dr,Woodbridge,"Prince William, VA",5,3,Detached,07/01/25,Classic Select Inc (CLASSIC1),"$520,000",,,2025-07-04 16:14:31
,VAFX2253352,RES,PND,6400 Wayles St,Springfield,"Fairfax, VA",5,3,Detached,06/28/25,RE/MAX Executives (RMAX201),"$1,650,000",up,Price Increase,2025-07-04 16:14:31
,VAFX2242618,RES,C/S,8310 Ashwood Dr,Alexandria,"Fairfax, VA",4,2/1,Detached,07/01/25,Local Expert Realty (LCEX1),"$799,900",,,2025-07-04 16:14:31
,VALO2101178,RES,ACT,23351 Parkside Village Cir,Aldie,"Loudoun, VA",6,6,Detached,07/01/25,Toll Brothers Real Estate Inc. (TOLL1),"$1,356,000",,,2025-07-04 16:14:31
,VAFX2253348,RES,ACT,1510 Northern Neck Dr #102,Vienna,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/01/25,Redfin Corporation (REFC1),"$539,900",,,2025-07-04 16:14:31
,VALO2101088,RES,C/S,43539 Michigan Sq,Leesburg,"Loudoun, VA",3,2/1,Interior Row/Townhouse,07/01/25,"Real Broker, LLC (REKL1)","$699,999",,,2025-07-04 16:14:31
,VAAX2047172,RES,C/S,5158 Echols Ave,Alexandria,"Alexandria City, VA",3,2,Detached,07/01/25,"EXP Realty, LLC (EXPY4)","$839,000",,,2025-07-04 16:14:31
,VALO2101184,RES,CLS,43001 Debonair Ter,Ashburn,"Loudoun, VA",3,2/1,End of Row/Townhouse,06/30/25,Non Subscribing Office (NON1),"$850,005",down,Price Decrease,2025-07-04 16:14:31
,VAPW2098162,RES,ACT,4657 Evansdale Rd,Woodbridge,"Prince William, VA",4,2,Detached,07/01/25,Epique Realty (EPIQ02),"$499,900",,,2025-07-04 16:14:31
,VAFX2252868,RES,ACT,9147 Everett Ct,Springfield,"Fairfax, VA",2,2/1,End of Row/Townhouse,07/01/25,Key Home Sales and Management (KEYHM1),"$449,999",,,2025-07-04 16:14:31
,VAFX2252332,RES,C/S,7053 Leewood Forest Dr,Springfield,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/01/25,"Homes TwentyOne Group, LLC (HMES21)","$629,888",,,2025-07-04 16:14:31
,VAPW2098428,RES,C/S,15832 Beau Ridge Dr,Woodbridge,"Prince William, VA",5,3/1,Detached,07/01/25,Samson Properties (SAMP4),"$875,000",,,2025-07-04 16:14:31
,VAFX2253330,RES,ACT,8445 Radford Ave,Alexandria,"Fairfax, VA",5,3/1,Detached,07/01/25,Samson Properties (SAMP1),"$949,000",,,2025-07-04 16:14:31
,VAFX2253326,RES,ACT,3109 Valley Ln,Falls Church,"Fairfax, VA",4,3,Detached,07/01/25,RE/MAX Realty Group (RMAX1002),"$949,000",,,2025-07-04 16:14:31
,VAPW2098480,RES,C/S,15378 Inlet Pl,Dumfries,"Prince William, VA",3,3/1,End of Row/Townhouse,07/01/25,"EXP Realty, LLC (EXPY1)","$485,000",,,2025-07-04 16:14:31
,VAAX2047190,RES,ACT,1401 N Van Dorn St #A,Alexandria,"Alexandria City, VA",2,1/1,End of Row/Townhouse,07/01/25,RLAH @properties (RLAH2),"$445,000",,,2025-07-04 16:14:31
,VAPW2098514,RES,C/S,3028 Seminole Rd,Woodbridge,"Prince William, VA",3,2/2,Interior Row/Townhouse,07/01/25,"Weichert, REALTORS (WEI49)","$450,000",,,2025-07-04 16:14:31
,VAFX2253158,RES,ACT,1334 Garden Wall Cir #406,Reston,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/02/25,"Long & Foster Real Estate, Inc. (LNG78)","$420,000",,,2025-07-04 16:14:31
,VAAX2047186,RES,C/S,400 Madison St #405,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/01/25,Compass (COMPS7),"$549,900",,,2025-07-04 16:14:31
,VAAX2047156,RES,ACT,1405 Roundhouse Ln #502,Alexandria,"Alexandria City, VA",1,1/0,Interior Row/Townhouse,07/01/25,Cottage Street Realty LLC (CTST1),"$595,000",,,2025-07-04 16:14:37
,VAPW2098454,RES,ACT,4311 Berwick Pl,Woodbridge,"Prince William, VA",4,2/2,Detached,07/03/25,Samson Properties (SAMP1),"$720,000",,,2025-07-04 16:14:37
,VAPW2098502,RES,ACT,12517 Hedges Run Dr,Woodbridge,"Prince William, VA",3,2,Detached,07/03/25,"Spring Hill Real Estate, LLC. (SHIL1)","$629,900",,,2025-07-04 16:14:37
,VAFX2253318,RES,ACT,8260 Colling Manor Ct,Alexandria,"Fairfax, VA",6,6/1,Detached,07/01/25,D R Horton Realty of Virginia LLC (DRHRC1),"$1,899,990",down,Price Decrease,2025-07-04 16:14:37
,VAAX2047176,RES,ACT,505 N Naylor St,Alexandria,"Alexandria City, VA",5,3,Detached,07/01/25,"EXP Realty, LLC (EXPY5)","$924,900",,,2025-07-04 16:14:37
,VAFX2253186,RES,C/S,6013 Shaffer Dr,Alexandria,"Fairfax, VA",5,2/1,Detached,07/01/25,Keller Williams Realty (KWR8),"$775,000",,,2025-07-04 16:14:37
,VALO2100592,RES,ACT,42911 Park Brooke Ct,Broadlands,"Loudoun, VA",4,2/1,Detached,07/03/25,Realty ONE Group Capital (ROGC1),"$949,000",,,2025-07-04 16:14:37
,VAAR2060144,RES,C/S,4600 S Four Mile Run Dr #718,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/01/25,RLAH @properties (RLAH3),"$315,000",,,2025-07-04 16:14:37
,VALO2101102,RES,ACT,42145 Piebald Sq,Aldie,"Loudoun, VA",2,2,Unit/Flat/Apartment,07/03/25,Samson Properties (SAMP1),"$439,900",,,2025-07-04 16:14:37
,VALO2100224,RES,C/S,25206 Dunvegan Sq,Chantilly,"Loudoun, VA",3,2/2,End of Row/Townhouse,07/01/25,"RE/MAX Gateway, LLC (RMAX110)","$699,000",,,2025-07-04 16:14:37
,VALO2101074,RES,C/S,42316 San Juan Ter,Aldie,"Loudoun, VA",3,2/1,Interior Row/Townhouse,07/01/25,Coldwell Banker Realty (CBRB46),"$575,000",,,2025-07-04 16:14:37
,VAFX2253230,RES,C/S,2458 Cypress Green Ln,Oak Hill,"Fairfax, VA",5,4/1,Detached,07/01/25,Samson Properties (SAMP1),"$1,140,000",,,2025-07-04 16:14:37
,VAAX2047100,RES,C/S,2500 N Van Dorn St #318,Alexandria,"Alexandria City, VA",0,1,Unit/Flat/Apartment,07/01/25,Century 21 Redwood Realty (RDWG7),"$139,900",,,2025-07-04 16:14:37
,VAFX2253296,RES,ACT,8307 Southstream Run,Springfield,"Fairfax, VA",4,3/1,Detached,07/01/25,Serhant (SERH2),"$800,000",,,2025-07-04 16:14:37
,VAFX2248412,RES,ACT,2125 McKay St,Falls Church,"Fairfax, VA",4,2,Detached,07/01/25,KW Metro Center (KWR9),"$1,049,000",,,2025-07-04 16:14:37
,VAPW2098506,RES,ACT,2847 Seminole Rd,Woodbridge,"Prince William, VA",3,2/2,Interior Row/Townhouse,07/03/25,KW Metro Center (KWR19),"$499,999",,,2025-07-04 16:14:37
,VAFX2246964,RES,ACT,7851 Midday Ln,Alexandria,"Fairfax, VA",4,2/1,Detached,07/02/25,TTR Sotheby's International Realty (TTRS6),"$980,000",,,2025-07-04 16:14:37
,VALO2100836,RES,ACT,208 Keyes Ct,Sterling,"Loudoun, VA",5,3/1,Detached,06/30/25,"Weichert, REALTORS (WEI90)","$774,900",,,2025-07-04 16:14:37
,VAPW2097540,RES,C/S,17875 Lounsbery Dr,Dumfries,"Prince William, VA",3,2/1,End of Row/Townhouse,06/30/25,Casals Realtors (CLNV1),"$395,000",,,2025-07-04 16:14:37
,VAPW2096706,RES,C/S,14725 Winding Loop,Woodbridge,"Prince William, VA",3,3/1,Interior Row/Townhouse,06/30/25,BNI Realty (BNI1),"$454,500",,,2025-07-04 16:14:37
,VAFX2244168,RES,C/S,6006 Havener House Way,Centreville,"Fairfax, VA",2,2/1,Interior Row/Townhouse,06/30/25,Samson Properties (SAMP1),"$439,999",,,2025-07-04 16:14:37
,VALO2101148,RES,C/S,41902 Beryl Ter,Aldie,"Loudoun, VA",3,3/1,Interior Row/Townhouse,06/30/25,Samson Properties (SAMP1),"$575,000",,,2025-07-04 16:14:37
,VAFX2248830,RES,ACT,5904 Bush Hill Dr,Alexandria,"Fairfax, VA",5,3,Detached,07/03/25,Berkshire Hathaway HomeServices PenFed Realty (PFED25),"$895,000",,,2025-07-04 16:14:37
,VALO2100732,RES,C/S,25427 Elm Ter,Aldie,"Loudoun, VA",3,2/2,Interior Row/Townhouse,06/30/25,Samson Properties (SAMP6),"$685,000",,,2025-07-04 16:14:37
,VAFX2253112,RES,C/S,13714 Autumn Vale Ct,Chantilly,"Fairfax, VA",3,2/1,End of Row/Townhouse,06/30/25,Ikon Realty (IKON6),"$484,900",,,2025-07-04 16:14:37
,VAFX2230706,RES,C/S,4006 Rainbow Glen Ct,Annandale,"Fairfax, VA",5,3/1,Detached,06/30/25,RE/MAX Allegiance (RMAX120),"$939,900",,,2025-07-04 16:14:43
,VAAR2060174,RES,ACT,1702 S Arlington Ridge Rd,Arlington,"Arlington, VA",8,7/2,Detached,06/30/25,Corcoran McEnearney (MCE1),"$2,000,000",,,2025-07-04 16:14:43
,VAPW2098500,RES,ACT,12703 Gordon Blvd #20,Woodbridge,"Prince William, VA",1,1,Unit/Flat/Apartment,06/30/25,Samson Properties (SAMP5),"$220,000",,,2025-07-04 16:14:43
,VAFX2248118,RES,ACT,6904 Mary Caroline Cir #L,Alexandria,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/30/25,Keller Williams Realty/Lee Beaver & Assoc. (KWR3),"$408,000",,,2025-07-04 16:14:43
,VAAX2047138,RES,ACT,6137 Edsall Rd #L,Alexandria,"Alexandria City, VA",2,1/1,Unit/Flat/Apartment,07/03/25,Samson Properties (SAMP8),"$299,990",,,2025-07-04 16:14:43
,VALO2101118,RES,ACT,835 Vanderbilt Ter SE,Leesburg,"Loudoun, VA",3,3/1,Interior Row/Townhouse,07/03/25,"EXP Realty, LLC (EXPY4)","$524,900",,,2025-07-04 16:14:43
,VAAX2047066,RES,ACT,1115 Cameron St #114,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,07/03/25,KW Metro Center (KWR19),"$690,000",,,2025-07-04 16:14:43
,VAAX2046868,RES,A/C,4950 Brenman Park Dr #201,Alexandria,"Alexandria City, VA",2,2/0,Unit/Flat/Apartment,06/30/25,Samson Properties (SAMP4),"$519,900",,,2025-07-04 16:14:43
,VALO2101106,RES,ACT,15054 Omega Ct,Waterford,"Loudoun, VA",5,4/1,Detached,07/03/25,Corcoran McEnearney (ATOK2),"$2,250,000",,,2025-07-04 16:14:43
,VAAX2037656,RES,ACT,1305 E Abingdon Dr #3,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/03/25,Keller Williams Realty (KWR21),"$310,000",,,2025-07-04 16:14:43
,VALO2101136,RES,C/S,20144 Prairie Dunes Ter,Ashburn,"Loudoun, VA",3,2/1,End of Row/Townhouse,06/30/25,Samson Properties (SAMP4),"$750,000",,,2025-07-04 16:14:43
,VAFX2253034,RES,ACT,3013 Rose Creek Ct,Oakton,"Fairfax, VA",4,4/1,Detached,07/02/25,Compass (COMPS5),"$2,290,000",,,2025-07-04 16:14:43
,VAFX2253248,RES,ACT,6235 Folly Ln,Alexandria,"Fairfax, VA",3,2/1,Interior Row/Townhouse,06/30/25,"Pearson Smith Realty, LLC (PSTH1)","$889,999",,,2025-07-04 16:14:43
,VAPW2098448,RES,ACT,3459 Caledonia Cir,Woodbridge,"Prince William, VA",3,3/1,Interior Row/Townhouse,06/30/25,Samson Properties (SAMP33),"$499,900",,,2025-07-04 16:14:43
,VAFX2250610,RES,C/S,5139 Portsmouth Rd,Fairfax,"Fairfax, VA",4,2/2,Detached,06/30/25,"RE/MAX Gateway, LLC (RMAX154)","$850,000",,,2025-07-04 16:14:43
,VAFX2252988,RES,C/S,10508 Linfield St,Fairfax,"Fairfax, VA",4,3,Detached,06/30/25,"Long & Foster Real Estate, Inc. (LNG93)","$875,000",,,2025-07-04 16:14:43
,VAAR2060162,RES,ACT,3835 9th St N #1001W,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,06/30/25,"Long & Foster Real Estate, Inc. (LNG1)","$745,000",,,2025-07-04 16:14:43
,VAFX2251544,RES,ACT,14839 Hoxton Sq,Centreville,"Fairfax, VA",3,3/1,End of Row/Townhouse,07/03/25,"Long & Foster Real Estate, Inc. (LNG83)","$549,000",,,2025-07-04 16:14:43
,VAPW2098320,RES,ACT,2921 Williamsburg Ct,Woodbridge,"Prince William, VA",3,1/1,Interior Row/Townhouse,07/01/25,"EXP Realty, LLC (EXPY1)","$290,000",,,2025-07-04 16:14:43
,VAAX2047140,RES,CLS,335 N Royal St,Alexandria,"Alexandria City, VA",5,5/1,End of Row/Townhouse,06/30/25,Non Subscribing Office (NON1),"$2,650,000",,,2025-07-04 16:14:43
,VAAR2059988,RES,ACT,125 S Columbus St,Arlington,"Arlington, VA",3,2,Detached,07/01/25,TTR Sotheby's International Realty (TTRS8),"$949,900",,,2025-07-04 16:14:43
,VAAR2059958,RES,C/S,4500 S Four Mile Run Dr #426,Arlington,"Arlington, VA",2,2/0,Unit/Flat/Apartment,06/30/25,"LPT Realty, LLC (LPT1)","$450,000",,,2025-07-04 16:14:43
,VAPW2092902,RES,ACT,12457 Everest Peak Ln,Woodbridge,"Prince William, VA",3,3/1,End of Row/Townhouse,06/30/25,Keller Williams Preferred Properties (KWPP1),"$545,000",,,2025-07-04 16:14:43
,VAFX2253224,RES,CLS,7205 Bayside Ct,Mclean,"Fairfax, VA",4,3/0,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG86)","$1,250,000",,,2025-07-04 16:14:43
,VAFX2252288,RES,ACT,1400 Wake Forest Dr,Alexandria,"Fairfax, VA",3,3,Detached,06/30/25,City Chic Real Estate (CHIC1),"$1,100,000",,,2025-07-04 16:14:43
,VAFX2239762,RES,CLS,7808 Lake Pleasant Dr,Springfield,"Fairfax, VA",3,2/1,Interior Row/Townhouse,06/30/25,eXp Realty LLC (EXPY12),"$405,000",,,2025-07-04 16:14:49
,VAFX2252824,RES,C/S,1568 Moorings Dr #11B,Reston,"Fairfax, VA",2,1/1,Unit/Flat/Apartment,06/30/25,"Long & Foster Real Estate, Inc. (LNG78)","$395,000",,,2025-07-04 16:14:49
,VAFX2248930,RES,ACT,6708 Harwood Pl,Springfield,"Fairfax, VA",4,3/0,Detached,07/03/25,Foxtrot Company (FOXTROT),"$749,000",,,2025-07-04 16:14:49
,VAAR2060156,RES,C/S,4600 S Four Mile Run Dr #102,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,06/30/25,Samson Properties (SAMP4),"$225,000",,,2025-07-04 16:14:49
,VAFX2253192,RES,ACT,1705-C Ascot Way,Reston,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/03/25,"Long & Foster Real Estate, Inc. (LNG8)","$359,000",,,2025-07-04 16:14:49
,VAAR2059348,RES,CLS,2452 S Walter Reed Dr #3,Arlington,"Arlington, VA",3,2/1,End of Row/Townhouse,06/27/25,RE/MAX Gateway (RMAX151),"$582,500",down,Price Decrease,2025-07-04 16:14:49
,VAFX2253170,RES,ACT,7596-J Lakeside Village Dr,Falls Church,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/30/25,Keller Williams Realty (KWR8),"$400,000",,,2025-07-04 16:14:49
,VAPW2098180,RES,PND,7542 Belle Grae Dr,Manassas,"Prince William, VA",3,2,End of Row/Townhouse,06/30/25,"RE/MAX Gateway, LLC (RMAX110)","$359,900",,,2025-07-04 16:14:49
,VAFX2253196,RES,CLS,2143 Glacier Rd,Herndon,"Fairfax, VA",3,2/1,End of Row/Townhouse,06/27/25,Non Subscribing Office (NON1),"$699,175",,,2025-07-04 16:14:49
,VAFX2253190,RES,ACT,1511 N Point Dr #304,Reston,"Fairfax, VA",2,2/0,Penthouse Unit/Flat/Apartment,06/30/25,Compass (COMPS20),"$400,000",,,2025-07-04 16:14:49
,VAFX2253040,RES,CLS,3522 Goodview Ct,Fairfax,"Fairfax, VA",6,5/1,Detached,05/13/25,Non Subscribing Office (NON1),"$1,863,644",,,2025-07-04 16:14:49
,VAPW2098470,RES,C/S,12170 Springwoods Dr,Woodbridge,"Prince William, VA",3,2/1,End of Row/Townhouse,06/30/25,Redfin Corporation (REFC1),"$449,900",,,2025-07-04 16:14:49
,VALO2100654,RES,ACT,43730 Transit Sq,Ashburn,"Loudoun, VA",3,2/1,End of Row/Townhouse,06/30/25,"Real Broker, LLC (REKL1)","$694,900",,,2025-07-04 16:14:49
,VAFX2242912,RES,ACT,7811 Crownhurst Ct,Mclean,"Fairfax, VA",6,6/2,Detached,05/22/25,Compass (COMPS5),"$2,850,000",,,2025-07-04 16:14:49
,VAPW2098188,RES,ACT,17665 Avenel Ln,Dumfries,"Prince William, VA",5,3/1,Detached,07/04/25,"Pearson Smith Realty, LLC (PSTH1)","$730,000",,,2025-07-04 16:14:49
,VALO2100970,RES,C/S,19033 Otley Rd,Purcellville,"Loudoun, VA",4,2/2,Detached,06/30/25,Century 21 Redwood Realty (CENT27),"$989,000",,,2025-07-04 16:14:49
,VALO2101104,RES,ACT,44478 Coalport Ter,Ashburn,"Loudoun, VA",4,3/1,Detached,06/30/25,"Pearson Smith Realty, LLC (PSTH1)","$999,296",,,2025-07-04 16:14:49
,VAAX2047012,RES,ACT,1475-C N Van Dorn St,Alexandria,"Alexandria City, VA",2,1/1,End of Row/Townhouse,07/04/25,"Real Broker, LLC (REKL1)","$450,000",,,2025-07-04 16:14:49
,VAPW2097676,RES,C/S,2580 Sylvan Moor Ln,Woodbridge,"Prince William, VA",4,2/1,Interior Row/Townhouse,06/30/25,Keller Williams Capital Properties (KWCP7),"$498,170",,,2025-07-04 16:14:49
,VALO2101098,RES,C/S,20793 Cross Timber Dr,Ashburn,"Loudoun, VA",3,3/1,Detached,06/30/25,Keller Williams Realty (KWR8),"$799,999",,,2025-07-04 16:14:49
,VAAX2046116,RES,C/S,4551 Strutfield Ln #4215,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/30/25,KW Metro Center (KWR17),"$425,000",,,2025-07-04 16:14:49
,VALO2101090,RES,C/S,25954 Talmont Dr,Chantilly,"Loudoun, VA",6,3/1,Detached,06/30/25,"RE/MAX Gateway, LLC (RMAX154)","$1,050,000",,,2025-07-04 16:14:49
,VAPW2098460,RES,ACT,14957 River Walk Way,Woodbridge,"Prince William, VA",3,2/1,Unit/Flat/Apartment,07/03/25,Redfin Corporation (REFC1),"$600,000",,,2025-07-04 16:14:49
,VALO2100630,RES,C/S,42557 Magellan,Brambleton,"Loudoun, VA",3,2/2,End of Row/Townhouse,06/30/25,Glass House Real Estate (PTRET1),"$690,000",,,2025-07-04 16:14:49
,VALO2101066,RES,CLS,23434 Parkside Village Cir,Aldie,"Loudoun, VA",4,3/1,Detached,06/05/25,Non Subscribing Office (NON1),"$1,170,970",,,2025-07-04 16:14:49
,VAFX2253136,RES,ACT,4901 Longmire Way,Chantilly,"Fairfax, VA",4,3/1,End of Row/Townhouse,06/30/25,Redfin Corporation (REFC1),"$950,000",down,Price Decrease,2025-07-04 16:14:55
,VALO2101068,RES,C/S,20696 Southwind Ter,Ashburn,"Loudoun, VA",3,2/2,Interior Row/Townhouse,06/30/25,Samson Properties (SAMP8),"$585,000",,,2025-07-04 16:14:55
,VALO2100194,RES,ACT,22793 Stratus Pl,Ashburn,"Loudoun, VA",5,5,Detached,06/30/25,"Virginia Select Homes, LLC. (VSH1)","$1,449,900",,,2025-07-04 16:14:55
,VAPW2098450,RES,C/S,15001 Starry Night Ct,Woodbridge,"Prince William, VA",5,3/1,Detached,06/30/25,Keller Williams Realty (KWR8),"$700,000",,,2025-07-04 16:14:55
,VALO2101072,RES,ACT,1067 Venifena Ter SE,Leesburg,"Loudoun, VA",3,3/1,Interior Row/Townhouse,06/30/25,Expert Home Realty LLC (EXPHR1),"$810,000",down,Price Decrease,2025-07-04 16:14:55
,VAFX2249934,RES,C/S,6272 Summit Point Ct,Alexandria,"Fairfax, VA",3,2/2,End of Row/Townhouse,06/30/25,"Pearson Smith Realty, LLC (PSTH3)","$824,999",,,2025-07-04 16:14:55
,VAPW2097036,RES,C/S,10783 Haggle Ct,Manassas,"Prince William, VA",5,4/1,Detached,06/30/25,Berkshire Hathaway HomeServices PenFed Realty (PFED6),"$849,900",,,2025-07-04 16:14:55
,VAFX2246446,RES,C/S,10020 Eastlake Dr,Fairfax,"Fairfax, VA",4,2/0,Detached,06/30/25,"Long & Foster Real Estate, Inc. (LNG93)","$780,000",,,2025-07-04 16:14:55
,VAFX2240110,RES,ACT,5561 Jowett Ct,Alexandria,"Fairfax, VA",3,2/1,End of Row/Townhouse,06/30/25,"EXP Realty, LLC (EXXPR1)","$730,000",,,2025-07-04 16:14:55
,VALO2101018,RES,ACT,26033 Huntwick Glen Sq,Aldie,"Loudoun, VA",3,3/1,Interior Row/Townhouse,07/01/25,"SAVIN Real Estate, LLC. (SAVIN1)","$840,000",,,2025-07-04 16:14:55
,VAAX2047130,RES,ACT,2643 Centennial Ct,Alexandria,"Alexandria City, VA",3,3/1,Interior Row/Townhouse,07/03/25,Samson Properties (SAMP6),"$630,000",,,2025-07-04 16:14:55
,VAFX2252782,RES,C/S,8800 Lynnhurst Dr,Fairfax,"Fairfax, VA",4,3,Detached,06/30/25,Redfin Corp (REFC2),"$1,260,000",,,2025-07-04 16:14:55
,VAAR2060128,RES,ACT,2691 24th Rd S,Arlington,"Arlington, VA",3,3,Interior Row/Townhouse,06/30/25,RLAH @properties (RLAH3),"$633,000",up,Price Increase,2025-07-04 16:14:55
,VALO2101054,RES,C/S,35400 Autumn Ridge Ct,Round Hill,"Loudoun, VA",4,5/2,Detached,06/30/25,Coldwell Banker Realty (CBRB46),"$1,150,000",,,2025-07-04 16:14:55
,VAAR2060126,RES,C/S,3513 N Ottawa St,Arlington,"Arlington, VA",4,3/1,Detached,06/30/25,Townley and Seaman Realty LLC (STEVE1),"$1,950,000",,,2025-07-04 16:14:55
,VAAR2059976,RES,C/S,2101 N Monroe St #213,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,06/30/25,Redfin Corporation (REFC1),"$389,900",,,2025-07-04 16:14:55
,VAFX2252958,RES,ACT,10309 E Hunter Valley Rd,Vienna,"Fairfax, VA",6,5/1,Detached,07/03/25,Compass (COMPS20),"$1,925,000",,,2025-07-04 16:14:55
,VALO2101056,RES,ACT,415 Argus Pl,Sterling,"Loudoun, VA",3,2/2,Interior Row/Townhouse,07/03/25,Redfin Corporation (REFC1),"$495,000",,,2025-07-04 16:14:55
,VAFX2253096,RES,ACT,14256 Newbrook Dr,Chantilly,"Fairfax, VA",3,2/1,Penthouse Unit/Flat/Apartment,06/30/25,Compass (COMPS8),"$762,500",,,2025-07-04 16:14:55
,VAFX2246434,RES,C/S,6143 Windward Dr,Burke,"Fairfax, VA",3,2/1,Detached,06/30/25,"Long & Foster Real Estate, Inc. (LNG93)","$775,000",,,2025-07-04 16:14:55
,VAFX2240950,RES,ACT,7611 Kingsbury Rd,Alexandria,"Fairfax, VA",5,4,Detached,07/01/25,Compass (COMPS7),"$875,000",,,2025-07-04 16:14:55
,VAFX2249086,RES,C/S,13136 Curved Iron Rd,Herndon,"Fairfax, VA",4,4/1,Detached,06/30/25,Samson Properties (SAMP1),"$1,125,000",,,2025-07-04 16:14:55
