,MLS #,Type,Status,Address,City,County,Beds,Baths,Structure Type,Date,List Office Name,Price,PriceChangeType,PriceChangeTitle,Timestamp
,VAFX2252574,RES,C/S,10505 Dunn Meadow Rd,Vienna,"Fairfax, VA",4,3/1,Detached,06/27/25,Keller Williams Realty (KWR8),"$1,850,000",,,2025-07-01 11:28:15
,VAFX2245568,RES,C/S,1019 Lexus Way,Herndon,"Fairfax, VA",4,3/1,Interior Row/Townhouse,06/27/25,Samson Properties (SAMP1),"$524,900",,,2025-07-01 11:28:15
,VAAX2046244,RES,ACT,250 S Reynolds St #610,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/27/25,Samson Properties (SAMP4),"$355,000",,,2025-07-01 11:28:15
,VAFX2252320,RES,ACT,6293 Homar Pond Ct,Fairfax Station,"Fairfax, VA",4,4/1,Detached,06/27/25,"EXP Realty, LLC (EXXPR1)","$1,300,000",,,2025-07-01 11:28:15
,VAAR2060016,RES,A/C,3211 5th St S,Arlington,"Arlington, VA",5,4/1,Detached,06/26/25,RE/MAX Allegiance (RMAX127),"$1,600,000",,,2025-07-01 11:28:15
,VAFX2252444,RES,ACT,7313 Husky Ln,Springfield,"Fairfax, VA",4,2,Detached,06/26/25,Compass (COMPS19),"$690,000",,,2025-07-01 11:28:15
,VAAR2060000,RES,ACT,2108 S Dinwiddie St,Arlington,"Arlington, VA",4,3,Detached,06/27/25,RLAH @properties (RLAH3),"$979,900",,,2025-07-01 11:28:15
,VAPW2098372,RES,C/S,8402 Sparkling Water Ct,Gainesville,"Prince William, VA",5,3/1,Detached,06/27/25,"Real Broker, LLC (REKL1)","$864,900",,,2025-07-01 11:28:21
,VAFX2245094,RES,C/S,3334 Spring Ln #B-12,Falls Church,"Fairfax, VA",3,2,Unit/Flat/Apartment,06/27/25,"EXP Realty, LLC (EXXPR1)","$400,000",,,2025-07-01 11:28:21
,VAAX2046522,RES,ACT,3650 Edison St,Alexandria,"Alexandria City, VA",3,1,End of Row/Townhouse,06/27/25,eXp Realty LLC (EXPY12),"$424,888",,,2025-07-01 11:28:21
,VAFX2249522,RES,C/S,12271 Turkey Wing Ct,Reston,"Fairfax, VA",3,1/1,Detached,06/27/25,"Long & Foster Real Estate, Inc. (LNG78)","$500,000",,,2025-07-01 11:28:21
,VAFX2252772,RES,CLS,3912 Arcadia Rd,Alexandria,"Fairfax, VA",3,1/1,Detached,06/30/25,"Home-Pro Realty, Inc. (HMPR1)","$600,000",,,2025-07-01 11:28:21
,VAFX2252808,RES,ACT,1601 Belle View Blvd #A1,Alexandria,"Fairfax, VA",2,1,Unit/Flat/Apartment,06/27/25,Piedmont Fine Properties (PDF1),"$345,000",,,2025-07-01 11:28:21
,VAFX2229484,RES,C/S,4042 Werthers Ct,Fairfax,"Fairfax, VA",4,3/1,End of Row/Townhouse,06/27/25,Samson Properties (SAMP1),"$789,000",,,2025-07-01 11:28:21
,VAAX2047082,RES,ACT,1250 S Washington St #119,Alexandria,"Alexandria City, VA",1,1/1,Unit/Flat/Apartment,06/27/25,Coldwell Banker Realty (CBRB54),"$595,000",,,2025-07-01 11:28:21
,VAFX2252780,RES,C/S,1518 Summerset Pl,Herndon,"Fairfax, VA",4,3/1,Detached,06/27/25,"EXP Realty, LLC (EXPY4)","$945,000",,,2025-07-01 11:28:21
,VAFX2252564,RES,ACT,11820 Breton Ct #22-D,Reston,"Fairfax, VA",2,1,Unit/Flat/Apartment,06/27/25,"DKT Realty Investments, LLC. (DKT1)","$325,000",,,2025-07-01 11:28:21
,VALO2100694,RES,ACT,25399 Peaceful Ter,Aldie,"Loudoun, VA",3,2/2,End of Row/Townhouse,06/27/25,Samson Properties (SAMP1),"$735,000",,,2025-07-01 11:28:21
,VAFX2252784,RES,A/C,2836 Cameron Rd,Falls Church,"Fairfax, VA",5,4/0,Detached,06/29/25,Samson Properties (SAMP1),"$939,995",,,2025-07-01 11:28:21
,VAFX2252768,RES,A/C,7823 Harrowgate Cir #D,Springfield,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,06/29/25,Century 21 Redwood Realty (RDWG8),"$375,000",,,2025-07-01 11:28:21
,VAAR2060042,RES,A/C,4658 36th St S,Arlington,"Arlington, VA",2,2,End of Row/Townhouse,06/28/25,TTR Sotheby's International Realty (TTRS4),"$624,900",,,2025-07-01 11:28:21
,VAFX2252514,RES,ACT,2059 Huntington Ave #1406,Alexandria,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/27/25,Corcoran McEnearney (MCE1),"$319,000",,,2025-07-01 11:28:21
,VAAR2056016,RES,C/S,3701 5th St S #309,Arlington,"Arlington, VA",0,1,Unit/Flat/Apartment,06/27/25,Redfin Corporation (REFC1),"$195,000",,,2025-07-01 11:28:21
,VAPW2098362,RES,CNL,2472 Sylvan Moor Ln,Woodbridge,"Prince William, VA",4,3/0,Interior Row/Townhouse,06/28/25,Samson Properties (SAMP2),"$470,000",,,2025-07-01 11:28:21
,VAPW2096606,RES,ACT,7401 Albemarle Dr,Manassas,"Prince William, VA",4,2,Detached,06/27/25,Samson Properties (SAMP1),"$450,000",,,2025-07-01 11:28:21
,VAPW2098356,RES,C/S,8715 Chorley Way,Bristow,"Prince William, VA",3,2/1,End of Row/Townhouse,06/27/25,Real Property Management Pros (RPMP1),"$555,000",,,2025-07-01 11:28:21
,VAAX2046954,RES,C/S,703 Massey Ln #B,Alexandria,"Alexandria City, VA",3,2/1,Interior Row/Townhouse,06/27/25,Compass (COMPS7),"$815,000",,,2025-07-01 11:28:21
,VAFX2252566,RES,C/S,8318 Oakford Dr,Springfield,"Fairfax, VA",5,4/1,Detached,06/27/25,eXp Realty LLC (EXPY12),"$1,099,888",,,2025-07-01 11:28:21
,VAFX2252544,RES,ACT,3899 Locust Ln,Alexandria,"Fairfax, VA",5,3/1,Detached,06/27/25,Compass (COMPS2),"$999,900",,,2025-07-01 11:28:21
,VAFX2250174,RES,ACT,1668 Barnstead Dr,Reston,"Fairfax, VA",3,1/2,Interior Row/Townhouse,06/23/25,"RE/MAX Gateway, LLC (RMAX110)","$575,000",,,2025-07-01 11:28:21
,VAAR2059944,RES,ACT,600-A N Tazewell St,Arlington,"Arlington, VA",3,2/2,End of Row/Townhouse,06/27/25,First Decision Realty LLC (FDER1),"$1,199,000",,,2025-07-01 11:28:21
,VAFX2245856,RES,C/S,9988 Cyrandall Dr,Oakton,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/27/25,Samson Properties (SAMP8),"$949,900",,,2025-07-01 11:28:21
,VAFX2252736,RES,ACT,2153 Wolftrap Ct,Vienna,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/27/25,Keller Williams Realty (KWR21),"$968,000",,,2025-07-01 11:28:27
,2517558,RES,ACT,4111  Mount Echo Ln,Fairfax,"Fairfax, VA",4,2/0,,,First Choice Realty (FCRI01-CVR),"$759,950",,,2025-07-01 11:28:27
,VAPW2098060,RES,ACT,14425 Brandon Ct,Woodbridge,"Prince William, VA",3,2/2,Interior Row/Townhouse,06/28/25,Keller Williams Fairfax Gateway (KWR12),"$409,990",,,2025-07-01 11:28:27
,VAFX2246568,RES,C/S,1812 Olney Rd,Falls Church,"Fairfax, VA",4,2/1,Detached,06/27/25,KW Metro Center (KWR17),"$899,900",,,2025-07-01 11:28:27
,VAFX2252624,RES,ACT,7920 Old Falls Rd,Mclean,"Fairfax, VA",4,2/1,Detached,06/27/25,Samson Properties (SAMP1),"$1,299,900",,,2025-07-01 11:28:27
,VAPW2098130,RES,ACT,1531 Aiden Dr,Woodbridge,"Prince William, VA",4,2,Detached,06/27/25,Samson Properties (SAMP5),"$399,900",,,2025-07-01 11:28:27
,VAFX2252742,RES,ACT,1547 Northern Neck Dr #201,Vienna,"Fairfax, VA",2,2,Interior Row/Townhouse,06/27/25,Compass (COMPS8),"$585,000",,,2025-07-01 11:28:27
,VAFX2252748,RES,CNL,8264 Colling Manor Ct,Alexandria,"Fairfax, VA",6,6/1,Detached,06/29/25,"D.R. Horton Realty of Virginia, LLC (DRHO1)","$1,799,990",,,2025-07-01 11:28:27
,VAFX2250998,RES,ACT,123 Hickory Cir SW,Vienna,"Fairfax, VA",6,4,Detached,06/28/25,Samson Properties (SAMP1),"$1,499,000",,,2025-07-01 11:28:27
,VAAR2059984,RES,ACT,5915 5th Rd N,Arlington,"Arlington, VA",4,3,Detached,06/27/25,Redfin Corporation (REFC1),"$1,286,000",,,2025-07-01 11:28:27
,VAFX2252696,RES,ACT,3709 S George Mason Dr #1109E,Falls Church,"Fairfax, VA",1,1,Unit/Flat/Apartment,06/27/25,"EXP Realty, LLC (EXPY4)","$299,900",,,2025-07-01 11:28:27
,VAFX2250456,RES,ACT,2810 Lee Oaks Pl #302,Falls Church,"Fairfax, VA",3,2,Unit/Flat/Apartment,06/27/25,KW United (KWR30),"$487,900",,,2025-07-01 11:28:27
,VAFX2252716,RES,ACT,12781 Fair Crest Ct,Fairfax,"Fairfax, VA",2,2/1,Interior Row/Townhouse,06/27/25,"Pearson Smith Realty, LLC (PSTH1)","$450,000",,,2025-07-01 11:28:27
,VALO2100892,RES,A/C,27 Frye Ct,Lovettsville,"Loudoun, VA",3,2/1,End of Row/Townhouse,06/30/25,Keller Williams Realty (KWR8),"$449,900",,,2025-07-01 11:28:27
,VAFX2252472,RES,C/S,4306 Mystic Way,Fairfax,"Fairfax, VA",4,2/0,Detached,06/27/25,Keller Williams Fairfax Gateway (KWR12),"$798,900",,,2025-07-01 11:28:27
,VALO2100894,RES,C/S,20597 Glenmere Sq,Sterling,"Loudoun, VA",3,3/1,Interior Row/Townhouse,06/27/25,"Onyx Realty, INC (RCR1)","$739,000",,,2025-07-01 11:28:27
,VAFX2246648,RES,C/S,6181 Veneto Ter,Alexandria,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/27/25,Compass (COMPS6),"$850,000",,,2025-07-01 11:28:27
,VAAX2047072,RES,ACT,200 N Pickett St #509,Alexandria,"Alexandria City, VA",3,2,Unit/Flat/Apartment,06/27/25,Cranford & Associates (CRN1),"$389,900",,,2025-07-01 11:28:27
,VAFX2252546,RES,A/C,8700 Bluedale St,Alexandria,"Fairfax, VA",4,2/1,Detached,06/28/25,Compass (COMPS7),"$859,900",,,2025-07-01 11:28:27
,VAPW2098328,RES,ACT,2593 Eastbourne Dr,Woodbridge,"Prince William, VA",3,2/1,Interior Row/Townhouse,06/27/25,Redfin Corporation (REFC1),"$424,900",,,2025-07-01 11:28:27
,VAFX2252724,RES,ACT,4124 Watkins Trl,Annandale,"Fairfax, VA",5,3,Detached,06/27/25,Samson Properties (SAMP4),"$949,950",,,2025-07-01 11:28:27
,VAFX2252720,RES,ACT,8345 Orange Ct,Alexandria,"Fairfax, VA",4,2/2,Detached,06/27/25,Samson Properties (SAMP4),"$919,950",,,2025-07-01 11:28:27
,VAFX2249092,RES,ACT,5570 La Vista Dr,Alexandria,"Fairfax, VA",5,4/0,Detached,06/27/25,"William G. Buck & Assoc., Inc. (BUCK1)","$1,175,000",,,2025-07-01 11:28:27
,VAFX2249246,RES,C/S,8861 White Orchid Pl,Lorton,"Fairfax, VA",3,3/0,Detached,06/27/25,Champion Realty Investment (CHAM1),"$838,900",,,2025-07-01 11:28:27
,VAFX2250180,RES,ACT,8819 Arley Dr,Springfield,"Fairfax, VA",4,4/0,Detached,06/27/25,Realty ONE Group Capital (ROGC1),"$860,000",,,2025-07-01 11:28:27
,VAFX2231006,RES,ACT,3142 Searsmont Pl,Herndon,"Fairfax, VA",3,2/1,Detached,06/27/25,Samson Properties (SAMP7),"$895,000",,,2025-07-01 11:28:33
,VAPW2098146,RES,ACT,14311 Shelter Ln,Haymarket,"Prince William, VA",3,3/1,Detached,07/01/25,Samson Properties (SAMP1),"$850,000",,,2025-07-01 11:28:33
,VAFX2250820,RES,ACT,6532 Grange Ln #103,Alexandria,"Fairfax, VA",3,2,Unit/Flat/Apartment,06/27/25,Key Home Sales and Management (KEYHM1),"$475,000",,,2025-07-01 11:28:33
,VALO2100774,RES,ACT,23070 Welbourne Walk Ct,Ashburn,"Loudoun, VA",4,4/2,Detached,06/27/25,Keller Williams Realty (KWR8),"$1,875,000",,,2025-07-01 11:28:33
